[[1075   98]] , [[1074   99]]
[[ 78 361]] , [[ 78 365]]
[[475 455]] , [[475 459]]
[[284 493]] , [[284 497]]
[[121 464]] , [[121 468]]
[[514 497]] , [[514 501]]
[[625 491]] , [[624 492]]
[[164 560]] , [[163 561]]
[[307 551]] , [[305 553]]
[[661 574]] , [[661 578]]
[[465 573]] , [[462 576]]
[[231 576]] , [[231 580]]
[[495 549]] , [[495 553]]
[[663 574]] , [[663 578]]
[[239 576]] , [[239 580]]
[[539 573]] , [[539 575]]
[[141 490]] , [[141 494]]
[[339 576]] , [[339 580]]
[[407 573]] , [[407 577]]
[[516 649]] , [[517 648]]
[[449 573]] , [[446 576]]
[[197 572]] , [[197 576]]
[[773 571]] , [[773 575]]
[[570 630]] , [[570 634]]
[[278 491]] , [[278 495]]
[[548 491]] , [[548 495]]
[[183 487]] , [[183 491]]
[[419 551]] , [[419 555]]
[[231 489]] , [[231 493]]
[[278 491]] , [[278 495]]
[[165 562]] , [[165 566]]
[[533 599]] , [[532 600]]
[[447 573]] , [[446 574]]
[[188 573]] , [[188 577]]
[[195 555]] , [[194 556]]
[[678 572]] , [[678 576]]
[[238 489]] , [[238 493]]
[[263 490]] , [[263 494]]
[[298 491]] , [[298 495]]
[[240 489]] , [[240 493]]
[[107 461]] , [[107 465]]
[[367 551]] , [[367 555]]
[[132 487]] , [[132 491]]
[[313 553]] , [[313 557]]
[[107 461]] , [[107 465]]
[[500 600]] , [[498 602]]
[[194 556]] , [[194 560]]
[[548 622]] , [[548 627]]
[[249 556]] , [[249 560]]
[[570 575]] , [[570 579]]
[[382 551]] , [[382 555]]
[[554 631]] , [[554 636]]
[[562 575]] , [[562 579]]
[[239 556]] , [[239 560]]
[[476 575]] , [[476 579]]
[[373 573]] , [[373 577]]
[[279 553]] , [[276 556]]
[[411 573]] , [[411 574]]
[[249 556]] , [[249 560]]
[[166 563]] , [[166 567]]
[[166 563]] , [[166 567]]
[[558 492]] , [[558 496]]
[[248 556]] , [[248 560]]
[[307 573]] , [[307 577]]
[[543 492]] , [[543 496]]
[[211 555]] , [[211 559]]
[[166 562]] , [[166 567]]
[[275 553]] , [[274 554]]
[[1004  119]] , [[1004  123]]
[[968 121]] , [[968 125]]
[[619 119]] , [[618 120]]
[[ 77 359]] , [[ 76 360]]
[[ 48 359]] , [[ 48 363]]
[[735 356]] , [[735 360]]
[[661 489]] , [[660 490]]
[[547 451]] , [[547 455]]
[[917 120]] , [[917 124]]
[[257 455]] , [[257 459]]
[[791 121]] , [[790 122]]
[[813 121]] , [[812 122]]
[[237 457]] , [[237 461]]
[[834 121]] , [[834 125]]
[[ 94 359]] , [[ 94 363]]
[[565 491]] , [[564 492]]
[[317 491]] , [[316 492]]
[[284 555]] , [[284 559]]
[[799 487]] , [[799 491]]
[[317 491]] , [[317 495]]
[[191 489]] , [[190 490]]
[[955 122]] , [[955 126]]
[[1009  120]] , [[1008  121]]
[[836 121]] , [[836 125]]
[[153 360]] , [[153 364]]
[[982 123]] , [[982 127]]
[[ 17 360]] , [[ 17 364]]
[[727 356]] , [[727 360]]
[[ 76 306]] , [[ 76 310]]
[[755 122]] , [[755 126]]
[[ 65 307]] , [[ 65 311]]
[[943 125]] , [[942 126]]
[[ 14 363]] , [[ 14 367]]
[[736 125]] , [[736 129]]
[[717 108]] , [[717 112]]
[[1051  109]] , [[1051  113]]
[[167 452]] , [[167 456]]
[[768 107]] , [[768 111]]
[[853 111]] , [[853 115]]
[[1029  112]] , [[1029  116]]
[[ 92 350]] , [[ 92 354]]
[[1048  113]] , [[1048  117]]
[[681 112]] , [[681 116]]
[[880 111]] , [[880 115]]
[[1004  111]] , [[1004  115]]
[[863 120]] , [[863 124]]
[[1059  119]] , [[1059  120]]
[[ 93 303]] , [[ 93 307]]
[[705 308]] , [[705 312]]
[[1020  119]] , [[1020  123]]
[[1019  118]] , [[1019  122]]
[[652 118]] , [[652 122]]
[[295 492]] , [[295 496]]
[[158 485]] , [[158 489]]
[[799 485]] , [[799 489]]
[[157 358]] , [[157 362]]
[[1019  119]] , [[1018  120]]
[[672 606]] , [[672 615]]
[[725 849]] , [[725 853]]
[[525 859]] , [[524 860]]
[[802 860]] , [[802 863]]
[[781 622]] , [[781 627]]
[[230 837]] , [[230 841]]
[[380 860]] , [[381 859]]
[[343 846]] , [[343 850]]
[[343 846]] , [[343 850]]
[[535 855]] , [[533 857]]
[[605 855]] , [[605 859]]
[[598 855]] , [[598 859]]
[[368 844]] , [[368 848]]
[[525 653]] , [[525 657]]
[[814 484]] , [[814 488]]
[[543 573]] , [[543 577]]
[[285 552]] , [[285 556]]
[[343 571]] , [[342 572]]
[[288 488]] , [[287 489]]
[[757 632]] , [[757 636]]
[[502 573]] , [[502 577]]
[[216 571]] , [[216 575]]
[[108 485]] , [[108 489]]
[[135 485]] , [[135 489]]
[[205 485]] , [[205 489]]
[[413 550]] , [[413 554]]
[[231 486]] , [[231 490]]
[[270 552]] , [[269 553]]
[[366 550]] , [[365 551]]
[[495 573]] , [[495 577]]
[[694 569]] , [[694 573]]
[[552 652]] , [[552 657]]
[[814 487]] , [[814 491]]
[[154 357]] , [[154 361]]
[[ 80 469]] , [[ 80 473]]
[[1021  119]] , [[1021  123]]
[[303 552]] , [[303 556]]
[[413 571]] , [[413 575]]
[[480 668]] , [[480 673]]
[[488 662]] , [[488 663]]
[[788 648]] , [[788 653]]
[[296 571]] , [[296 575]]
[[527 552]] , [[527 556]]
[[406 491]] , [[406 495]]
[[306 554]] , [[305 555]]
[[306 554]] , [[305 555]]
[[758 489]] , [[758 493]]
[[123 462]] , [[123 466]]
[[612 552]] , [[612 556]]
[[140 462]] , [[140 466]]
[[237 489]] , [[237 493]]
[[222 462]] , [[222 466]]
[[761 554]] , [[761 558]]
[[185 487]] , [[185 491]]
[[688 572]] , [[687 573]]
[[311 573]] , [[311 577]]
[[393 573]] , [[393 577]]
[[389 491]] , [[389 495]]
[[192 570]] , [[191 571]]
[[605 489]] , [[605 493]]
[[574 618]] , [[574 623]]
[[380 491]] , [[380 495]]
[[656 572]] , [[655 573]]
[[424 491]] , [[424 495]]
[[256 554]] , [[256 558]]
[[796 486]] , [[795 487]]
[[478 575]] , [[478 579]]
[[567 571]] , [[565 573]]
[[258 571]] , [[258 575]]
[[607 571]] , [[607 572]]
[[559 571]] , [[559 574]]
[[388 575]] , [[388 579]]
[[605 669]] , [[605 673]]
[[444 571]] , [[444 575]]
[[407 574]] , [[407 578]]
[[487 491]] , [[487 495]]
[[388 575]] , [[388 579]]
[[540 624]] , [[540 628]]
[[311 574]] , [[311 578]]
[[621 489]] , [[621 493]]
[[694 554]] , [[694 558]]
[[304 489]] , [[304 493]]
[[362 574]] , [[361 575]]
[[644 575]] , [[644 579]]
[[578 621]] , [[578 625]]
[[806 682]] , [[806 686]]
[[488 694]] , [[488 697]]
[[824 702]] , [[824 706]]
[[327 576]] , [[327 580]]
[[853 653]] , [[853 657]]
[[644 667]] , [[642 669]]
[[365 575]] , [[365 579]]
[[578 650]] , [[578 657]]
[[677 574]] , [[677 578]]
[[447 576]] , [[447 580]]
[[217 491]] , [[217 495]]
[[496 495]] , [[496 499]]
[[273 575]] , [[273 579]]
[[216 491]] , [[215 492]]
[[457 556]] , [[457 560]]
[[276 554]] , [[276 558]]
[[305 573]] , [[305 577]]
[[589 630]] , [[589 639]]
[[496 573]] , [[496 577]]
[[585 650]] , [[585 655]]
[[610 620]] , [[610 625]]
[[700 632]] , [[700 636]]
[[590 575]] , [[590 579]]
[[558 676]] , [[558 681]]
[[354 696]] , [[354 697]]
[[852 664]] , [[850 666]]
[[694 634]] , [[694 638]]
[[529 648]] , [[529 654]]
[[663 653]] , [[663 657]]
[[622 664]] , [[622 671]]
[[904 628]] , [[904 632]]
[[523 575]] , [[523 579]]
[[638 574]] , [[637 575]]
[[906 626]] , [[906 630]]
[[773 571]] , [[773 575]]
[[216 557]] , [[216 561]]
[[701 489]] , [[701 493]]
[[219 573]] , [[219 577]]
[[105 486]] , [[105 490]]
[[762 556]] , [[762 560]]
[[324 575]] , [[324 579]]
[[326 677]] , [[326 681]]
[[656 684]] , [[656 689]]
[[516 670]] , [[516 677]]
[[510 654]] , [[510 658]]
[[317 672]] , [[317 676]]
[[285 573]] , [[283 575]]
[[220 556]] , [[219 557]]
[[285 573]] , [[283 575]]
[[676 489]] , [[676 493]]
[[421 552]] , [[421 556]]
[[293 573]] , [[293 577]]
[[412 552]] , [[412 556]]
[[610 575]] , [[610 579]]
[[332 552]] , [[332 556]]
[[690 636]] , [[690 641]]
[[756 632]] , [[756 636]]
[[558 670]] , [[558 685]]
[[660 634]] , [[660 639]]
[[864 652]] , [[864 657]]
[[366 574]] , [[365 575]]
[[910 622]] , [[910 623]]
[[912 622]] , [[912 625]]
[[366 574]] , [[365 575]]
[[553 624]] , [[553 628]]
[[397 658]] , [[397 662]]
[[319 573]] , [[317 575]]
[[698 636]] , [[698 640]]
[[412 575]] , [[412 579]]
[[649 575]] , [[649 579]]
[[476 575]] , [[476 579]]
[[187 572]] , [[187 576]]
[[553 632]] , [[553 637]]
[[760 632]] , [[760 636]]
[[359 573]] , [[357 575]]
[[379 573]] , [[378 574]]
[[600 575]] , [[600 579]]
[[537 637]] , [[537 641]]
[[909 121]] , [[909 125]]
[[670 351]] , [[670 355]]
[[741 460]] , [[741 464]]
[[288 491]] , [[288 495]]
[[382 491]] , [[382 495]]
[[208 573]] , [[208 577]]
[[269 456]] , [[269 460]]
[[674 489]] , [[674 493]]
[[714 355]] , [[714 359]]
[[1044  123]] , [[1044  127]]
[[813 121]] , [[813 125]]
[[861 121]] , [[861 125]]
[[144 358]] , [[143 359]]
[[144 358]] , [[143 359]]
[[726 355]] , [[726 359]]
[[267 456]] , [[267 460]]
[[ 98 359]] , [[ 98 363]]
[[188 460]] , [[188 461]]
[[203 487]] , [[203 488]]
[[670 351]] , [[670 355]]
[[231 487]] , [[231 491]]
[[791 121]] , [[791 125]]
[[557 575]] , [[557 579]]
[[263 573]] , [[262 574]]
[[647 573]] , [[647 577]]
[[579 556]] , [[579 560]]
[[398 522]] , [[398 527]]
[[799 487]] , [[799 491]]
[[188 460]] , [[186 462]]
[[837 472]] , [[837 476]]
[[ 30 359]] , [[ 30 363]]
[[769 487]] , [[769 491]]
[[938 123]] , [[938 127]]
[[705 487]] , [[705 490]]
[[791 123]] , [[791 127]]
[[205 460]] , [[205 464]]
[[826 487]] , [[826 491]]
[[157 464]] , [[157 468]]
[[716 357]] , [[716 361]]
[[884 121]] , [[884 125]]
[[830 123]] , [[830 127]]
[[795 125]] , [[795 129]]
[[1010  124]] , [[1009  125]]
[[1054  125]] , [[1054  129]]
[[813 125]] , [[813 129]]
[[880 115]] , [[880 119]]
